Ref,Val,Package,PosX,PosY,Rot,Side
R4502,100k,R_0603,184.530000,-180.708480,270.000000,top
R4503,100R,R_0603,182.830000,-180.708480,90.000000,top
R4504,100R,R_0603,186.330000,-180.708480,270.000000,top
RV301,2k,Potentiometer_Trimmer_Bourns_3224W,16.750000,-144.250000,180.000000,top
RV401,2k,Potentiometer_Trimmer_Bourns_3224W,37.250000,-143.250000,90.000000,top
RV801,2k,Potentiometer_Trimmer_Bourns_3224W,59.750000,-144.250000,180.000000,top
RV901,2k,Potentiometer_Trimmer_Bourns_3224W,80.250000,-143.250000,90.000000,top
RV1301,2k,Potentiometer_Trimmer_Bourns_3224W,102.750000,-144.250000,180.000000,top
RV1401,2k,Potentiometer_Trimmer_Bourns_3224W,123.250000,-143.250000,90.000000,top
RV1801,2k,Potentiometer_Trimmer_Bourns_3224W,145.750000,-144.250000,180.000000,top
RV1901,2k,Potentiometer_Trimmer_Bourns_3224W,166.250000,-143.250000,90.000000,top
RV2301,2k,Potentiometer_Trimmer_Bourns_3224W,188.750000,-144.250000,180.000000,top
RV2401,2k,Potentiometer_Trimmer_Bourns_3224W,209.250000,-143.250000,90.000000,top
RV2801,2k,Potentiometer_Trimmer_Bourns_3224W,231.750000,-144.250000,180.000000,top
RV2901,2k,Potentiometer_Trimmer_Bourns_3224W,252.250000,-143.250000,90.000000,top
RV3301,2k,Potentiometer_Trimmer_Bourns_3224W,274.750000,-144.250000,180.000000,top
RV3401,2k,Potentiometer_Trimmer_Bourns_3224W,295.250000,-143.250000,90.000000,top
RV3801,2k,Potentiometer_Trimmer_Bourns_3224W,317.750000,-144.250000,180.000000,top
RV3901,2k,Potentiometer_Trimmer_Bourns_3224W,338.250000,-143.250000,90.000000,top
S4401,SW_DIP_x3,DIP6-CTS,35.900000,-227.300000,180.000000,top
U301,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,19.000000,-129.250000,90.000000,top
U302,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,19.000000,-89.750000,90.000000,top
U303,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,11.250000,-99.500000,90.000000,top
U401,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,41.000000,-129.250000,90.000000,top
U402,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,41.000000,-109.750000,90.000000,top
U403,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,40.850000,-89.750000,90.000000,top
U404,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,32.000000,-99.500000,90.000000,top
U501,ADP7118ACP,DFN-6-1EP_2x2mm_Pitch0.65mm,35.750000,-166.750000,270.000000,top
U601,ADP7182ACPZN,DFN-6-1EP_2x2mm_Pitch0.65mm,24.500000,-168.000000,270.000000,top
U801,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,62.000000,-129.250000,90.000000,top
U802,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,62.000000,-89.750000,90.000000,top
U803,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,54.250000,-99.500000,90.000000,top
U901,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,84.000000,-129.250000,90.000000,top
U902,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,84.000000,-109.750000,90.000000,top
U903,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,83.850000,-89.750000,90.000000,top
U904,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,75.000000,-99.500000,90.000000,top
U1001,ADP7118ACP,DFN-6-1EP_2x2mm_Pitch0.65mm,78.750000,-166.750000,270.000000,top
U1101,ADP7182ACPZN,DFN-6-1EP_2x2mm_Pitch0.65mm,67.500000,-168.000000,270.000000,top
U1301,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,105.000000,-129.250000,90.000000,top
U1302,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,105.000000,-89.750000,90.000000,top
U1303,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,97.250000,-99.500000,90.000000,top
U1401,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,127.000000,-129.250000,90.000000,top
U1402,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,127.000000,-109.750000,90.000000,top
U1403,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,126.850000,-89.750000,90.000000,top
U1404,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,118.000000,-99.500000,90.000000,top
U1501,ADP7118ACP,DFN-6-1EP_2x2mm_Pitch0.65mm,121.750000,-166.750000,270.000000,top
U1601,ADP7182ACPZN,DFN-6-1EP_2x2mm_Pitch0.65mm,110.500000,-168.000000,270.000000,top
U1801,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,148.000000,-129.250000,90.000000,top
U1802,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,148.000000,-89.750000,90.000000,top
U1803,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,140.250000,-99.500000,90.000000,top
U1901,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,170.000000,-129.250000,90.000000,top
U1902,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,170.000000,-109.750000,90.000000,top
U1903,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,169.850000,-89.750000,90.000000,top
U1904,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,161.000000,-99.500000,90.000000,top
U2001,ADP7118ACP,DFN-6-1EP_2x2mm_Pitch0.65mm,164.750000,-166.750000,270.000000,top
U2101,ADP7182ACPZN,DFN-6-1EP_2x2mm_Pitch0.65mm,153.500000,-168.000000,270.000000,top
U2301,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,191.000000,-129.250000,90.000000,top
U2302,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,191.000000,-89.750000,90.000000,top
U2303,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,183.250000,-99.500000,90.000000,top
U2401,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,213.000000,-129.250000,90.000000,top
U2402,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,213.000000,-109.750000,90.000000,top
U2403,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,212.850000,-89.750000,90.000000,top
U2404,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,204.000000,-99.500000,90.000000,top
U2501,ADP7118ACP,DFN-6-1EP_2x2mm_Pitch0.65mm,207.750000,-166.750000,270.000000,top
U2601,ADP7182ACPZN,DFN-6-1EP_2x2mm_Pitch0.65mm,196.500000,-168.000000,270.000000,top
U2801,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,234.000000,-129.250000,90.000000,top
U2802,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,234.000000,-89.750000,90.000000,top
U2803,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,226.250000,-99.500000,90.000000,top
U2901,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,256.000000,-129.250000,90.000000,top
U2902,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,256.000000,-109.750000,90.000000,top
U2903,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,255.850000,-89.750000,90.000000,top
U2904,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,247.000000,-99.500000,90.000000,top
U3001,ADP7118ACP,DFN-6-1EP_2x2mm_Pitch0.65mm,250.750000,-166.750000,270.000000,top
U3101,ADP7182ACPZN,DFN-6-1EP_2x2mm_Pitch0.65mm,239.500000,-168.000000,270.000000,top
U3301,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,277.000000,-129.250000,90.000000,top
U3302,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,277.000000,-89.750000,90.000000,top
U3303,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,269.250000,-99.500000,90.000000,top
U3401,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,299.000000,-129.250000,90.000000,top
U3402,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,299.000000,-109.750000,90.000000,top
U3403,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,298.850000,-89.750000,90.000000,top
U3404,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,290.000000,-99.500000,90.000000,top
U3501,ADP7118ACP,DFN-6-1EP_2x2mm_Pitch0.65mm,293.750000,-166.750000,270.000000,top
U3601,ADP7182ACPZN,DFN-6-1EP_2x2mm_Pitch0.65mm,282.500000,-168.000000,270.000000,top
U3801,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,320.000000,-129.250000,90.000000,top
U3802,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,320.000000,-89.750000,90.000000,top
U3803,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,312.250000,-99.500000,90.000000,top
U3901,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,342.000000,-129.250000,90.000000,top
U3902,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,342.000000,-109.750000,90.000000,top
U3903,AD8099ARDZ,SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm,341.850000,-89.750000,90.000000,top
U3904,LTC2057IMS,MSOP-8_3x3mm_Pitch0.65mm,333.000000,-99.500000,90.000000,top
U4001,ADP7118ACP,DFN-6-1EP_2x2mm_Pitch0.65mm,336.750000,-166.750000,270.000000,top
U4101,ADP7182ACPZN,DFN-6-1EP_2x2mm_Pitch0.65mm,325.500000,-168.000000,270.000000,top
U4201,LT6105,MSOP-8_3x3mm_Pitch0.65mm,317.500000,-208.500000,0.000000,top
U4202,LT6105,MSOP-8_3x3mm_Pitch0.65mm,317.500000,-222.000000,180.000000,top
U4401,TMP20,SC-70-5,129.150000,-167.000000,0.000000,top
U4402,TMP20,SC-70-5,174.300000,-137.800000,0.000000,top
U4403,TMP20,SC-70-5,280.800000,-220.250000,180.000000,top
U4404,TMP20,SC-70-5,23.800000,-209.850000,0.000000,top
U4405,LTC2495,QFN-38-1EP_5x7mm_Pitch0.5mm,46.100000,-227.250000,90.000000,top
U4406,LTC6078_[MSOP-8],MSOP-8_3x3mm_Pitch0.65mm,45.250000,-209.500000,180.000000,top
U4408,DS4520,TSSOP-16_4.4x5mm_Pitch0.65mm,23.250000,-227.250000,270.000000,top
